,id,month,rest_size,aplication
0,3404,2,49,1
1,3404,4,65,0
2,3404,6,36,0
3,3803,3,68,0
4,3803,9,36,1
5,3803,11,70,1
6,5901,3,73,0
7,5901,5,53,0
8,5901,7,36,1
9,5903,2,66,1
10,5903,7,36,0
11,5903,9,36,0
12,5903,11,40,1
13,5904,2,56,0
14,5904,4,38,1
15,5904,6,36,0
16,5904,8,36,1
17,5936,1,38,0
18,5936,3,38,0
19,5936,6,36,0
20,5936,11,69,0
21,5945,8,36,0
22,5945,11,64,1
23,11618,3,62,0
24,11618,5,72,0
25,11618,9,36,0
26,12111,2,66,1
27,12111,4,45,0
28,12111,7,24,0
29,12111,8,12,1
30,12269,2,42,0
31,12269,5,46,0
32,12269,8,36,1
33,12269,10,47,1
34,12382,7,36,1
35,12382,10,39,0
36,12388,1,58,0
37,12388,4,51,0
38,12388,8,36,0
39,12397,2,51,0
40,12397,4,42,0
41,12397,7,36,1
42,12397,10,50,0
43,12430,3,49,1
44,12430,5,43,1
45,12430,8,36,0
46,12430,10,51,1
47,12461,4,40,0
48,12461,6,36,1
49,12461,11,41,1
50,12462,4,65,0
51,12462,6,36,0
52,12462,10,50,0
53,13427,3,53,0
54,13427,5,59,0
55,13427,7,36,0
56,13427,12,36,0
57,13565,2,37,0
58,13565,4,69,0
59,13565,6,36,0
60,13565,12,36,0
61,13568,1,36,0
62,13568,3,68,0
63,13568,5,55,0
64,13697,3,70,0
65,13697,5,39,0
66,13697,8,36,0
67,13697,12,36,0
68,15019,2,54,0
69,15019,4,46,0
70,15019,6,36,0
71,15019,8,36,0
72,15030,10,40,1
73,15092,1,50,0
74,15092,4,58,0
75,15092,6,36,1
76,15100,3,56,0
77,15100,5,45,0
78,15100,10,44,0
79,15100,12,36,0
80,85502,3,50,0
81,85502,5,38,0
82,85502,7,36,0
83,85502,11,60,0
84,86395,2,45,0
85,86395,4,55,0
86,86395,10,63,0
87,86484,5,71,1
88,86484,8,36,1
89,86484,10,41,1
90,86484,12,36,1
91,87457,3,70,0
92,87457,5,59,0
93,87457,7,36,0
94,87764,3,58,0
95,87764,5,70,0
96,87764,10,41,0
97,89568,3,36,0
98,89568,10,69,0
99,89568,12,36,0
100,90469,1,53,0
101,90469,3,69,1
102,90469,5,55,0
103,92520,3,52,0
104,92520,7,36,0
105,92520,9,24,0
106,92520,10,12,0
107,92520,12,36,0
108,92524,3,63,0
109,92524,8,36,0
110,92524,11,37,0
111,92726,2,70,0
112,92726,4,70,1
113,92726,7,36,1
114,92731,2,60,0
115,92731,5,60,0
116,92731,12,36,0
117,92803,2,54,0
118,92803,4,62,0
119,92803,7,36,0
120,92884,2,40,0
121,92884,5,63,0
122,92884,11,60,0
123,92887,3,69,0
124,92887,5,43,0
125,92887,8,36,0
126,92887,12,36,1
127,92953,3,59,1
128,92953,10,52,0
129,92954,2,67,0
130,92954,4,71,0
131,92954,7,36,0
132,92976,5,67,0
133,92976,7,36,0
134,92976,11,48,0
135,93059,1,63,0
136,93059,3,67,0
137,93059,6,36,0
138,93149,2,51,1
139,93149,7,36,0
140,93149,11,49,0
141,93187,2,49,1
142,93187,4,64,0
143,93187,6,36,0
144,93201,6,36,0
145,93201,8,36,0
146,93201,10,63,0
147,93201,12,36,0
148,93208,5,38,0
149,93208,10,66,0
150,93208,12,36,0
151,93251,3,65,0
152,93251,5,49,1
153,93251,10,54,0
154,93281,5,53,0
155,93281,7,36,0
156,93281,10,43,0
157,93281,12,36,0
158,93285,3,67,0
159,93285,5,56,0
160,93285,8,36,0
161,93290,4,39,0
162,93290,6,36,0
163,93290,8,36,0
164,93290,10,72,0
165,93325,2,44,0
166,93325,4,67,0
167,93325,6,36,0
168,93325,10,36,0
169,93332,2,70,1
170,93332,5,50,1
171,93332,9,36,0
172,93401,3,70,0
173,93401,5,36,1
174,93401,8,36,0
175,93405,3,48,0
176,93405,6,36,0
177,93614,3,62,1
178,93614,5,66,0
179,93614,7,36,0
180,94050,2,55,0
181,94050,7,36,0
182,94050,10,73,0
183,94433,3,59,0
184,94433,8,36,0
185,94435,2,48,0
186,94435,4,70,0
187,94435,7,36,0
188,94470,3,41,1
189,94470,9,36,0
190,94470,11,43,0
191,94512,1,55,0
192,94512,3,69,0
193,94512,6,36,0
194,94514,2,41,1
195,94514,3,15,0
196,94514,5,69,0
197,94514,11,54,0
198,94616,3,72,1
199,94616,5,39,1
200,94616,8,36,0
201,94618,2,41,0
202,94618,4,48,0
203,94618,8,36,0
204,94618,10,58,1
205,94736,2,70,0
206,94736,4,38,0
207,94736,6,36,0
208,94736,12,36,0
209,94909,4,36,0
210,94909,10,66,0
211,94909,12,36,0
212,94944,4,68,0
213,94944,6,36,0
214,94944,9,36,0
215,94944,12,36,0
216,94976,1,69,0
217,94976,3,51,0
218,94976,5,61,0
219,95070,2,63,0
220,95070,4,58,0
221,95070,6,36,0
222,95318,2,36,1
223,95318,4,65,1
224,95318,7,36,0
225,95318,10,41,0
226,95400,2,44,0
227,95400,4,38,0
228,95400,7,36,0
229,95400,10,66,0
230,95404,2,67,0
231,95404,6,36,0
232,95404,10,37,0
233,95535,3,56,0
234,95535,7,36,0
235,95535,10,70,1
236,95540,2,48,0
237,95540,4,57,0
238,95540,8,36,0
239,95540,12,36,0
240,95632,2,48,0
241,95632,4,64,0
242,95632,11,66,0
243,95659,6,36,0
244,95659,12,36,0
245,95755,2,62,0
246,95755,7,36,1
247,95755,11,56,0
248,95783,2,63,0
249,95783,5,58,1
250,95783,7,36,0
251,95785,2,59,0
252,95785,5,72,0
253,95785,7,36,0
254,95846,2,58,0
255,95846,4,42,0
256,95846,6,36,0
257,95846,8,36,0
258,96054,3,51,0
259,96054,5,49,1
260,96054,7,36,1
261,96054,12,36,0
262,96243,10,69,1
263,96243,12,36,1
264,96249,2,55,0
265,96249,4,44,0
266,96249,7,36,0
267,96249,11,42,0
268,96250,4,46,1
269,96250,6,11,0
270,96250,7,25,1
271,96250,11,53,0
272,96262,2,63,0
273,96262,8,36,0
274,96262,10,46,0
275,96276,3,64,1
276,96276,7,36,1
277,96276,10,51,1
278,96308,3,41,0
279,96308,7,36,0
280,96308,11,50,0
281,96311,2,63,0
282,96311,4,37,0
283,96311,8,36,0
284,96311,10,45,0
285,96337,2,52,0
286,96337,6,36,0
287,96337,8,7,0
288,96337,9,29,0
289,96337,12,36,1
290,96579,3,54,0
291,96579,5,39,0
292,96579,11,58,0
293,96582,3,46,0
294,96582,9,36,0
295,96582,12,36,0
296,96630,3,66,1
297,96630,5,60,0
298,96630,12,36,0
299,96657,3,52,0
300,96657,4,19,0
301,96657,11,73,0
302,96745,2,55,0
303,96745,5,37,1
304,96745,7,36,0
305,96745,10,40,0
306,96801,3,73,0
307,96801,6,36,0
308,96801,10,47,0
309,97111,2,68,0
310,97111,5,63,1
311,97111,6,4,0
312,97111,11,47,0
313,97157,3,59,0
314,97157,5,37,1
315,97157,7,36,0
316,97157,11,49,0
317,97752,5,73,1
318,97752,7,36,0
319,97752,10,39,1
320,97752,12,36,0
321,97753,3,47,0
322,97753,11,48,1
323,97759,2,71,0
324,97759,4,64,0
325,97759,9,36,0
326,97760,3,68,0
327,97760,6,36,0
328,97760,9,36,0
329,97761,4,51,0
330,97761,6,36,0
331,97761,10,64,0
332,97762,2,52,1
333,97762,10,57,1
334,97762,12,36,1
335,97766,4,55,0
336,97766,7,36,0
337,97766,10,64,0
338,97784,4,45,1
339,97784,8,36,0
340,97784,11,69,1
341,97785,3,45,0
342,97785,6,36,0
343,97785,10,64,0
344,97785,12,36,0
345,97787,3,70,0
346,97787,5,59,0
347,97787,7,36,0
348,97792,2,61,1
349,97792,4,46,1
350,97792,6,36,1
351,97795,2,68,1
352,97795,6,36,0
353,97795,10,44,0
354,97795,12,36,0
355,97814,3,52,0
356,97814,5,68,0
357,97814,11,41,0
358,97830,3,50,0
359,97830,5,56,0
360,97830,7,36,0
361,97831,2,40,1
362,97831,4,55,0
363,97831,8,36,0
364,97831,10,42,0
365,97931,2,42,0
366,97931,5,50,0
367,97931,10,36,0
368,97931,12,36,0
369,97945,7,36,0
370,97945,10,64,0
371,97945,12,36,1
372,97947,3,38,0
373,97947,10,42,0
374,97948,2,65,1
375,97948,5,36,0
376,97948,8,36,1
377,97948,12,36,1
378,97988,1,65,0
379,97988,3,68,0
380,97988,8,36,0
381,97990,3,64,0
382,97990,7,36,0
383,97990,11,37,0
384,98104,2,39,1
385,98104,4,65,1
386,98104,10,46,1
387,98105,2,57,1
388,98105,4,56,1
389,98105,8,36,0
390,98116,7,36,1
391,98116,9,36,1
392,98116,11,70,0
393,98117,2,69,0
394,98117,4,60,0
395,98117,12,36,0
396,98118,3,55,0
397,98118,5,53,0
398,98118,9,36,1
399,98118,12,36,1
400,98246,3,39,0
401,98246,5,40,0
402,98246,8,36,0
403,98246,10,38,1
