,id,month,rest_size,aplication
0,3643,1,40,0
1,3643,3,47,0
2,3643,7,36,0
3,3643,9,36,0
4,3798,2,58,0
5,3798,9,36,0
6,3798,11,70,0
7,4778,2,40,0
8,4778,5,37,0
9,4778,9,36,0
10,4778,11,58,0
11,4799,2,58,0
12,4799,4,71,0
13,4799,6,36,1
14,5001,2,57,0
15,5001,4,36,0
16,5001,7,36,0
17,5001,10,41,0
18,5930,2,53,0
19,5930,6,36,0
20,5930,8,36,0
21,5930,10,37,0
22,5948,2,44,0
23,5948,4,42,0
24,5948,6,36,0
25,5948,10,56,0
26,5974,6,36,0
27,5974,12,36,0
28,6015,4,41,0
29,6015,6,36,0
30,6015,9,36,0
31,6018,2,59,0
32,6018,4,59,0
33,6018,6,36,0
34,6027,2,50,1
35,6027,6,36,1
36,6027,12,36,1
37,11593,1,72,0
38,11593,3,38,0
39,11593,5,70,0
40,11788,4,62,1
41,11788,6,36,0
42,11788,9,36,1
43,11788,12,36,1
44,11881,2,46,0
45,11881,4,41,0
46,11881,7,36,0
47,11881,9,36,0
48,12115,2,42,0
49,12115,5,69,0
50,12115,10,66,0
51,12178,3,54,0
52,12178,7,36,0
53,12178,9,36,0
54,12178,11,44,0
55,12221,3,40,0
56,12221,5,47,0
57,12221,7,36,0
58,12221,9,36,0
59,12311,2,40,0
60,12311,4,70,0
61,12311,6,36,0
62,12311,9,20,0
63,12311,10,16,0
64,12320,2,55,0
65,12320,4,58,0
66,12320,6,36,0
67,12364,1,48,1
68,12364,4,71,1
69,12376,2,40,1
70,12376,4,68,1
71,12376,7,36,1
72,12376,12,36,0
73,12400,3,45,0
74,12400,5,73,0
75,12400,7,36,0
76,12417,2,42,0
77,12417,4,69,0
78,12417,8,36,0
79,12417,12,36,0
80,12426,2,60,0
81,12426,6,36,0
82,12426,11,46,0
83,12438,2,64,0
84,12438,4,38,0
85,12438,8,36,0
86,12438,12,36,0
87,12443,4,44,1
88,12443,6,36,1
89,12443,9,36,1
90,12443,12,36,0
91,12469,2,36,0
92,12469,5,55,0
93,12469,10,71,0
94,12475,3,38,0
95,12475,7,36,0
96,12475,9,36,1
97,12475,11,57,0
98,12477,2,51,0
99,12477,4,46,0
100,12477,10,54,0
101,12483,2,39,0
102,12483,5,55,1
103,12483,9,36,1
104,12483,11,53,0
105,12556,3,60,0
106,12556,5,45,1
107,12556,9,36,1
108,12588,2,37,0
109,12588,4,47,0
110,12588,7,36,0
111,12588,9,36,0
112,12595,3,73,0
113,12595,5,68,0
114,12595,7,36,0
115,12601,3,71,0
116,12601,5,40,0
117,12601,9,36,0
118,12601,12,36,0
119,12697,2,72,0
120,12697,5,36,0
121,12697,7,36,0
122,12726,5,55,0
123,12726,11,61,0
124,12925,3,70,0
125,12925,7,36,0
126,12925,10,37,0
127,12926,2,41,0
128,12926,5,47,0
129,12926,9,36,0
130,12926,12,36,0
131,13429,1,51,0
132,13429,8,36,0
133,13429,11,58,0
134,13504,2,54,0
135,13504,5,47,0
136,13504,8,36,1
137,13504,12,36,0
138,13519,2,51,0
139,13519,4,50,0
140,13519,6,36,0
141,13519,10,45,0
142,13533,2,53,0
143,13533,4,69,0
